Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2019,Yakima,WA,Passenger,109,107,216,165345,165561,0.13
July 31 2020,El Paso,CO,Passenger,3,1,4,728,732,0.55
March 31 2017,San Mateo,CA,Passenger,0,1,1,157,158,0.63
November 30 2023,Essex,MA,Passenger,1,0,1,14,15,6.67
October 31 2021,Rogers,OK,Passenger,1,0,1,8,9,11.11
November 30 2017,Lewis,WA,Truck,0,0,0,25238,25238,0
March 31 2024,Pacific,WA,Truck,9,0,9,7773,7782,0.12
February 28 2023,Wahkiakum,WA,Truck,1,0,1,1791,1792,0.06
February 28 2018,Sacramento,CA,Passenger,1,1,2,311,313,0.64
January 31 2023,Broward,FL,Passenger,1,0,1,75,76,1.32
July 31 2019,Charles,MD,Passenger,0,1,1,91,92,1.09
October 31 2017,Kittitas,WA,Passenger,34,23,57,28104,28161,0.2
May 31 2019,Klickitat,WA,Truck,0,0,0,8226,8226,0
March 31 2021,Whitman,WA,Truck,0,0,0,8550,8550,0
May 31 2024,Collier,FL,Passenger,1,0,1,8,9,11.11
March 31 2019,Tulsa,OK,Passenger,1,0,1,57,58,1.72
October 31 2020,Stafford,VA,Passenger,1,1,2,103,105,1.9
June 30 2017,Montgomery,MD,Passenger,1,0,1,313,314,0.32
November 30 2023,Sarasota,FL,Passenger,1,0,1,29,30,3.33
September 30 2023,Kent,DE,Passenger,1,0,1,43,44,2.27
October 31 2021,Wise,TX,Passenger,1,0,1,9,10,10
September 30 2021,Grant,WA,Passenger,125,96,221,66814,67035,0.33
April 30 2018,Spokane,WA,Truck,1,0,1,92036,92037,0
October 31 2022,Kern,CA,Passenger,1,1,2,211,213,0.94
June 30 2023,Middlesex,MA,Passenger,3,0,3,91,94,3.19
November 30 2021,Meade,KY,Passenger,1,0,1,24,25,4
October 31 2022,Collin,TX,Passenger,5,0,5,88,93,5.38
October 31 2021,Rockdale,GA,Passenger,1,0,1,8,9,11.11
May 31 2024,St. Charles,MO,Passenger,1,0,1,27,28,3.57
May 31 2023,Chelan,WA,Passenger,619,158,777,54175,54952,1.41
March 31 2024,Arlington,VA,Passenger,3,0,3,118,121,2.48
May 31 2017,Stevens,WA,Truck,0,0,0,18241,18241,0
June 30 2022,Prince George's,MD,Passenger,3,1,4,145,149,2.68
November 30 2020,Washtenaw,MI,Passenger,1,1,2,35,37,5.41
May 31 2018,Walla Walla,WA,Passenger,34,41,75,35554,35629,0.21
February 28 2021,El Dorado,CA,Passenger,1,0,1,38,39,2.56
June 30 2019,,,Passenger,5,2,7,408,415,1.69
May 31 2019,Brevard,FL,Passenger,0,1,1,90,91,1.1
April 30 2021,San Mateo,CA,Passenger,2,1,3,120,123,2.44
July 31 2023,Prince George's,MD,Passenger,3,1,4,131,135,2.96
December 31 2020,Richland,SC,Passenger,0,1,1,141,142,0.7
July 31 2019,Essex,MA,Passenger,1,0,1,31,32,3.12
December 31 2020,Dallas,IA,Passenger,0,1,1,11,12,8.33
May 31 2023,Dallas,TX,Truck,1,0,1,10,11,9.09
March 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
August 31 2018,DeKalb,GA,Passenger,1,0,1,82,83,1.2
November 30 2020,Williamson,TX,Passenger,0,2,2,148,150,1.33
June 30 2024,Whitman,WA,Truck,11,0,11,8600,8611,0.13
July 31 2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12
August 31 2021,Fulton,GA,Passenger,0,1,1,89,90,1.11
March 31 2021,Queens,NY,Passenger,2,0,2,55,57,3.51
January 31 2022,Garfield,WA,Truck,0,0,0,994,994,0
July 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
May 31 2020,Skagit,WA,Truck,1,0,1,32373,32374,0
February 28 2018,Benton,WA,Passenger,175,176,351,130422,130773,0.27
September 30 2017,Cowlitz,WA,Passenger,52,64,116,70261,70377,0.16
June 30 2022,Newport,RI,Passenger,0,1,1,75,76,1.32
July 31 2024,Bell,TX,Passenger,2,0,2,205,207,0.97
December 31 2023,Clark,NV,Passenger,8,4,12,473,485,2.47
September 30 2024,Sedgwick,KS,Passenger,0,1,1,49,50,2
May 31 2024,Rockdale,GA,Passenger,1,0,1,8,9,11.11
August 31 2021,Columbia,OR,Passenger,1,0,1,21,22,4.55
April 30 2022,Wichita,TX,Passenger,1,0,1,43,44,2.27
January 31 2022,Williams,ND,Passenger,0,1,1,7,8,12.5
January 31 2019,San Juan,PR,Passenger,0,1,1,6,7,14.29
September 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50
June 30 2024,Clark,WA,Truck,196,0,196,80664,80860,0.24
October 31 2020,Norfolk,VA,Passenger,2,3,5,328,333,1.5
November 30 2024,Jackson,MS,Passenger,1,0,1,15,16,6.25
July 31 2021,Bartow,GA,Passenger,0,1,1,4,5,20
October 31 2023,Hennepin,MN,Passenger,1,0,1,44,45,2.22
August 31 2023,Kitsap,WA,Passenger,3460,1352,4812,175017,179829,2.68
June 30 2017,Travis,TX,Passenger,1,1,2,200,202,0.99
June 30 2019,Dallas,TX,Passenger,1,0,1,216,217,0.46
October 31 2023,Ferry,WA,Truck,0,0,0,3536,3536,0
May 31 2023,Dorchester,SC,Passenger,1,0,1,49,50,2
August 31 2017,Whatcom,WA,Passenger,482,182,664,143496,144160,0.46
March 31 2017,Chelan,WA,Passenger,55,30,85,51679,51764,0.16
November 30 2022,Lincoln,WA,Passenger,12,19,31,7750,7781,0.4
April 30 2020,Stevens,WA,Passenger,34,33,67,30937,31004,0.22
November 30 2021,Kern,CA,Passenger,0,1,1,204,205,0.49
December 31 2018,Whatcom,WA,Truck,2,0,2,42648,42650,0
March 31 2017,Tarrant,TX,Passenger,0,2,2,295,297,0.67
December 31 2022,Yavapai,AZ,Passenger,0,1,1,28,29,3.45
January 31 2023,DeKalb,GA,Passenger,1,0,1,51,52,1.92
October 31 2019,Norfolk,MA,Passenger,1,0,1,40,41,2.44
March 31 2024,St. Lawrence,NY,Passenger,1,2,3,4,7,42.86
March 31 2021,Yakima,WA,Passenger,190,135,325,168126,168451,0.19
March 31 2024,Honolulu,HI,Passenger,6,2,8,285,293,2.73
April 30 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
April 30 2020,Frederick,MD,Passenger,1,1,2,67,69,2.9
April 30 2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38
March 31 2022,Grant,WA,Truck,0,0,0,28022,28022,0
October 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
May 31 2023,Hudson,NJ,Passenger,2,0,2,25,27,7.41
February 28 2023,Arlington,VA,Passenger,3,0,3,134,137,2.19
April 30 2021,Richland,SC,Passenger,0,1,1,142,143,0.7
January 31 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
December 31 2021,Kings,NY,Passenger,2,0,2,73,75,2.67
March 31 2024,Okaloosa,FL,Passenger,0,2,2,82,84,2.38
January 31 2025,Oldham,KY,Passenger,0,1,1,4,5,20
November 30 2018,Franklin,WA,Passenger,38,64,102,58923,59025,0.17
April 30 2023,Whitman,WA,Truck,4,0,4,8577,8581,0.05
June 30 2024,Ferry,WA,Truck,0,0,0,3484,3484,0
January 31 2022,Suffolk,MA,Passenger,0,2,2,34,36,5.56
September 30 2021,Wilson,NC,Passenger,1,0,1,1,2,50
January 31 2020,Bexar,TX,Passenger,1,5,6,678,684,0.88
October 31 2024,Lewis,WA,Truck,22,0,22,25575,25597,0.09
January 31 2020,Prince George's,MD,Passenger,1,1,2,181,183,1.09
December 31 2021,Williamson,TX,Passenger,1,2,3,118,121,2.48
July 31 2018,Hawaii,HI,Passenger,1,0,1,78,79,1.27
June 30 2017,Bergen,NJ,Passenger,0,2,2,31,33,6.06
May 31 2017,Clallam,WA,Passenger,84,74,158,48195,48353,0.33
May 31 2020,Asotin,WA,Passenger,16,12,28,12326,12354,0.23
March 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
July 31 2020,Valencia,NM,Passenger,1,0,1,9,10,10
June 30 2018,King,WA,Passenger,13166,5630,18796,1370397,1389193,1.35
October 31 2022,Yakima,WA,Passenger,395,212,607,166137,166744,0.36
March 31 2018,Chelan,WA,Truck,0,0,0,21712,21712,0
July 31 2017,Sedgwick,KS,Passenger,0,1,1,114,115,0.87
March 31 2024,Newport News,VA,Passenger,1,0,1,97,98,1.02
May 31 2024,Kitsap,WA,Truck,139,0,139,51621,51760,0.27
July 31 2017,Walla Walla,WA,Truck,0,0,0,13174,13174,0
March 31 2017,Prince George's,MD,Passenger,0,1,1,186,187,0.53
November 30 2021,Lake,IL,Passenger,3,0,3,167,170,1.76
April 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
June 30 2023,San Mateo,CA,Passenger,3,0,3,81,84,3.57
October 31 2024,Salt Lake,UT,Passenger,1,0,1,91,92,1.09
September 30 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
January 31 2021,Collier,FL,Passenger,1,0,1,22,23,4.35
November 30 2019,Skagit,WA,Passenger,349,209,558,92533,93091,0.6
September 30 2024,Kittitas,WA,Passenger,594,149,743,29273,30016,2.48
June 30 2024,Bell,TX,Passenger,2,0,2,211,213,0.94
June 30 2024,San Bernardino,CA,Passenger,4,1,5,278,283,1.77
March 31 2024,Bexar,TX,Passenger,2,4,6,366,372,1.61
June 30 2023,Fairbanks North Star,AK,Passenger,0,1,1,62,63,1.59
June 30 2021,Nueces,TX,Passenger,1,0,1,82,83,1.2
January 31 2024,Escambia,FL,Passenger,0,1,1,126,127,0.79
April 30 2023,Dallas,TX,Truck,1,0,1,10,11,9.09
May 31 2018,Yakima,WA,Passenger,62,84,146,163607,163753,0.09
December 31 2024,Moore,NC,Passenger,2,0,2,88,90,2.22
August 31 2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17
June 30 2024,Portsmouth,VA,Passenger,0,2,2,58,60,3.33
February 28 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
November 30 2018,Spokane,WA,Passenger,407,353,760,306754,307514,0.25
September 30 2022,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
May 31 2024,Pima,AZ,Passenger,1,0,1,169,170,0.59
November 30 2022,Benton,WA,Truck,7,0,7,43347,43354,0.02
July 31 2019,Lewis,WA,Truck,0,0,0,25961,25961,0
July 31 2024,Lewis,WA,Truck,18,0,18,25667,25685,0.07
April 30 2019,Allegheny,PA,Passenger,1,0,1,94,95,1.05
January 31 2017,Wayne,MI,Passenger,0,2,2,79,81,2.47
February 28 2023,Fairbanks North Star,AK,Passenger,0,1,1,70,71,1.41
December 31 2019,Loudoun,VA,Passenger,1,0,1,95,96,1.04
December 31 2024,Orange,CA,Passenger,4,1,5,255,260,1.92
August 31 2020,Ventura,CA,Passenger,1,1,2,300,302,0.66
July 31 2021,Okaloosa,FL,Passenger,0,1,1,125,126,0.79
December 31 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
June 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
June 30 2017,Lewis,WA,Truck,0,0,0,24848,24848,0
September 30 2024,Kittitas,WA,Truck,38,0,38,14593,14631,0.26
September 30 2019,Spokane,WA,Truck,1,0,1,95716,95717,0
July 31 2021,Mason,WA,Truck,0,0,0,21320,21320,0
September 30 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
July 31 2024,Frederick,MD,Passenger,1,1,2,44,46,4.35
May 31 2020,Travis,TX,Passenger,3,2,5,199,204,2.45
October 31 2023,Yolo,CA,Passenger,2,0,2,22,24,8.33
October 31 2021,Boone,MO,Passenger,0,1,1,11,12,8.33
April 30 2021,Spokane,WA,Passenger,1001,606,1607,324466,326073,0.49
November 30 2018,Cochise,AZ,Passenger,0,1,1,116,117,0.85
May 31 2021,Collin,TX,Passenger,2,1,3,131,134,2.24
January 31 2024,Okaloosa,FL,Passenger,0,2,2,85,87,2.3
April 30 2023,Burlington,NJ,Passenger,2,2,4,96,100,4
July 31 2020,Bucks,PA,Passenger,1,0,1,24,25,4
April 30 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
June 30 2023,Mohave,AZ,Passenger,1,0,1,41,42,2.38
April 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25
December 31 2023,Larimer,CO,Passenger,1,0,1,29,30,3.33
January 31 2018,Pierce,WA,Truck,0,0,0,137094,137094,0
November 30 2018,Walla Walla,WA,Truck,0,0,0,13516,13516,0
April 30 2023,Duval,FL,Passenger,2,1,3,276,279,1.08
March 31 2017,Marion,OR,Passenger,1,0,1,199,200,0.5
February 28 2017,Fulton,GA,Passenger,1,1,2,128,130,1.54
April 30 2024,Albemarle,VA,Passenger,3,0,3,19,22,13.64
August 31 2022,Medina,TX,Passenger,1,0,1,8,9,11.11
November 30 2022,Bristol,MA,Passenger,1,0,1,11,12,8.33
October 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
July 31 2024,Clark,WA,Passenger,8597,3098,11695,313996,325691,3.59
August 31 2021,Skagit,WA,Passenger,621,286,907,91597,92504,0.98
May 31 2023,Whatcom,WA,Passenger,2390,869,3259,147618,150877,2.16
December 31 2023,Walla Walla,WA,Passenger,265,132,397,35368,35765,1.11
September 30 2017,Grays Harbor,WA,Truck,0,0,0,19972,19972,0
January 31 2020,DuPage,IL,Passenger,4,0,4,67,71,5.63
June 30 2023,Fairfax,VA,Truck,1,0,1,87,88,1.14
April 30 2024,Anchorage,AK,Passenger,1,0,1,93,94,1.06
September 30 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2017,Manassas,VA,Passenger,0,1,1,10,11,9.09
August 31 2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
June 30 2024,Stevens,WA,Truck,6,0,6,18738,18744,0.03
March 31 2022,Hays,TX,Passenger,1,0,1,17,18,5.56
March 31 2022,Nueces,TX,Passenger,1,1,2,70,72,2.78
December 31 2022,Montgomery,PA,Passenger,1,0,1,26,27,3.7
March 31 2019,Clackamas,OR,Passenger,1,1,2,221,223,0.9
April 30 2021,San Juan,WA,Truck,0,0,0,5907,5907,0
November 30 2021,DeKalb,GA,Passenger,1,0,1,66,67,1.49
September 30 2017,Montgomery,PA,Passenger,1,0,1,37,38,2.63
September 30 2020,Bradley,TN,Passenger,1,0,1,1,2,50
July 31 2023,Howard,MD,Passenger,0,2,2,62,64,3.12
January 31 2024,Shelby,AL,Passenger,1,0,1,4,5,20
January 31 2022,Garfield,WA,Passenger,0,3,3,1350,1353,0.22
December 31 2018,Polk,FL,Passenger,1,0,1,70,71,1.41
June 30 2019,Cook,IL,Passenger,1,0,1,252,253,0.4
October 31 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
October 31 2023,Dallas,TX,Truck,1,0,1,12,13,7.69
February 29 2024,Cowlitz,WA,Truck,14,0,14,27843,27857,0.05
July 31 2020,Multnomah,OR,Passenger,5,7,12,755,767,1.56
October 31 2022,Beaufort,SC,Passenger,1,0,1,34,35,2.86
July 31 2020,Pima,AZ,Passenger,3,1,4,376,380,1.05
October 31 2023,Tompkins,NY,Passenger,1,0,1,13,14,7.14
June 30 2022,Wake,NC,Passenger,1,0,1,113,114,0.88
January 31 2023,Madison,IL,Passenger,2,0,2,17,19,10.53
July 31 2023,Currituck,NC,Passenger,1,0,1,21,22,4.55
June 30 2024,Newport News,VA,Passenger,1,0,1,91,92,1.09
July 31 2024,Cumberland,PA,Passenger,1,0,1,40,41,2.44
October 31 2017,Wayne,MI,Passenger,0,1,1,69,70,1.43
May 31 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
May 31 2021,Kings,NY,Passenger,2,0,2,72,74,2.7
January 31 2023,Oldham,KY,Passenger,0,1,1,5,6,16.67
May 31 2019,Okanogan,WA,Passenger,21,23,44,26065,26109,0.17
February 28 2021,Klickitat,WA,Passenger,65,45,110,14990,15100,0.73
September 30 2022,Whitman,WA,Truck,2,0,2,8569,8571,0.02
March 31 2024,Prince George's,MD,Passenger,3,1,4,114,118,3.39
August 31 2018,Arlington,VA,Passenger,1,1,2,180,182,1.1
August 31 2019,Sangamon,IL,Passenger,1,0,1,6,7,14.29
December 31 2020,Chatham,NC,Passenger,1,0,1,6,7,14.29
January 31 2017,Lewis,WA,Truck,0,0,0,24794,24794,0
June 30 2024,Kitsap,WA,Truck,143,0,143,51545,51688,0.28
October 31 2022,Douglas,WA,Passenger,158,59,217,28408,28625,0.76
December 31 2020,Jefferson,WA,Passenger,286,156,442,24783,25225,1.75
October 31 2021,Hamilton,IN,Passenger,2,0,2,36,38,5.26
July 31 2020,Washington,OR,Passenger,1,0,1,465,466,0.21
September 30 2020,Lee,FL,Passenger,1,0,1,48,49,2.04
September 30 2020,,,Passenger,6,1,7,369,376,1.86
October 31 2023,Harnett,NC,Passenger,4,1,5,148,153,3.27
September 30 2021,Garfield,WA,Truck,0,0,0,996,996,0
April 30 2024,Adams,WA,Truck,4,0,4,5415,5419,0.07
December 31 2020,Prince George's,MD,Passenger,2,1,3,161,164,1.83
October 31 2021,Lexington,SC,Passenger,1,0,1,28,29,3.45
August 31 2018,Latah,ID,Passenger,0,1,1,82,83,1.2
October 31 2022,Wood,OH,Passenger,0,1,1,5,6,16.67
April 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2023,Sacramento,CA,Truck,1,0,1,33,34,2.94
March 31 2022,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
July 31 2022,Goochland,VA,Passenger,3,2,5,166,171,2.92
May 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
May 31 2017,Skagit,WA,Truck,1,0,1,31383,31384,0
December 31 2024,Duval,FL,Passenger,2,1,3,176,179,1.68
September 30 2022,Garfield,WA,Passenger,1,3,4,1309,1313,0.3
June 30 2022,Yavapai,AZ,Passenger,0,1,1,33,34,2.94
January 31 2023,Washington,MD,Passenger,2,0,2,14,16,12.5
August 31 2024,Whatcom,WA,Passenger,3572,1272,4844,147566,152410,3.18
August 31 2021,Denton,TX,Passenger,1,0,1,89,90,1.11
November 30 2018,Douglas,NE,Passenger,0,1,1,68,69,1.45
January 31 2021,Goochland,VA,Passenger,4,3,7,276,283,2.47
November 30 2022,Asotin,WA,Truck,0,0,0,6662,6662,0
February 28 2022,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
December 31 2022,Lake,IL,Passenger,2,0,2,135,137,1.46
May 31 2023,Columbia,WA,Truck,0,0,0,1549,1549,0
August 31 2024,Madison,AL,Passenger,1,0,1,30,31,3.23
December 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,70,71,1.41
January 31 2017,Muscogee,GA,Passenger,0,1,1,265,266,0.38
January 31 2021,Milwaukee,WI,Passenger,1,0,1,48,49,2.04
December 31 2019,Nassau,NY,Passenger,4,0,4,44,48,8.33
November 30 2019,Harnett,NC,Passenger,1,1,2,217,219,0.91
September 30 2023,Salt Lake,UT,Passenger,4,1,5,130,135,3.7
May 31 2024,Douglas,NE,Passenger,1,1,2,26,28,7.14
September 30 2023,Beaufort,SC,Passenger,1,0,1,30,31,3.23
March 31 2018,Garfield,OK,Passenger,1,0,1,22,23,4.35
September 30 2023,Sacramento,CA,Truck,1,0,1,32,33,3.03
September 30 2024,Bristol,MA,Passenger,1,0,1,6,7,14.29
November 30 2023,Pettis,MO,Passenger,1,0,1,4,5,20
March 31 2019,Bexar,TX,Passenger,2,4,6,697,703,0.85
September 30 2021,Skamania,WA,Truck,0,0,0,4041,4041,0
September 30 2022,District of Columbia,DC,Passenger,2,0,2,163,165,1.21
June 30 2024,Denton,TX,Passenger,1,0,1,40,41,2.44
September 30 2023,Pacific,WA,Truck,5,0,5,7810,7815,0.06
August 31 2023,Muscogee,GA,Passenger,1,2,3,117,120,2.5
December 31 2022,Lincoln,OR,Passenger,0,1,1,26,27,3.7
April 30 2020,Kent,MI,Passenger,0,1,1,29,30,3.33
September 30 2020,Lincoln,WA,Passenger,5,10,15,7590,7605,0.2
March 31 2022,Fort Bend,TX,Passenger,1,0,1,36,37,2.7
July 31 2018,Cameron,TX,Passenger,1,0,1,31,32,3.12
December 31 2023,Pend Oreille,WA,Truck,2,0,2,5576,5578,0.04
December 31 2024,Wahkiakum,WA,Truck,7,0,7,1745,1752,0.4
February 28 2023,Jefferson,WA,Passenger,510,244,754,24226,24980,3.02
March 31 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
July 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
October 31 2023,Pulaski,AR,Passenger,1,0,1,27,28,3.57
July 31 2024,Wise,TX,Passenger,2,0,2,4,6,33.33
October 31 2022,Richmond,NY,Passenger,1,0,1,2,3,33.33
July 31 2022,Snohomish,WA,Truck,27,0,27,123358,123385,0.02
July 31 2018,Hennepin,MN,Passenger,1,0,1,115,116,0.86
September 30 2021,Douglas,NE,Passenger,1,1,2,55,57,3.51
February 28 2023,Newport News,VA,Passenger,1,0,1,114,115,0.87
March 31 2024,Santa Clara,CA,Passenger,19,4,23,190,213,10.8
December 31 2023,Chesterfield,VA,Passenger,1,0,1,38,39,2.56
March 31 2024,Orange,FL,Passenger,3,0,3,50,53,5.66
July 31 2024,Albemarle,VA,Passenger,2,0,2,17,19,10.53
November 30 2018,Chelan,WA,Truck,0,0,0,22072,22072,0
September 30 2020,Kern,CA,Passenger,0,1,1,221,222,0.45
September 30 2024,Cumberland,PA,Passenger,1,0,1,37,38,2.63
May 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
February 29 2024,Lexington,SC,Passenger,1,0,1,17,18,5.56
September 30 2023,Lee,AL,Passenger,1,0,1,14,15,6.67
March 31 2022,Placer,CA,Passenger,2,0,2,84,86,2.33
March 31 2022,Contra Costa,CA,Passenger,0,2,2,241,243,0.82
May 31 2019,Oklahoma,OK,Passenger,0,1,1,135,136,0.74
March 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
June 30 2020,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
October 31 2020,Pulaski,MO,Passenger,1,0,1,141,142,0.7
March 31 2024,Hamilton,OH,Passenger,2,0,2,28,30,6.67
August 31 2018,King,WA,Truck,7,1,8,182926,182934,0
October 31 2018,Kittitas,WA,Truck,0,0,0,14127,14127,0
